********************************
1. MODE
********************************
mode	cnum	inum
…矫不群	2	夭矫不群,矫矫不群
…上骚除	2	灶上骚除,竈上骚除
…全保密	2	安全保密,完全保密
…嶂层峦	2	叠嶂层峦,迭嶂层峦
…味佳肴	2	珍味佳肴,美味佳肴
…书先生	2	説书先生,说书先生
…口同音	2	一口同音,异口同音
…料包装	2	塑料包装,饮料包装
…眉折腰	2	低眉折腰,摧眉折腰
…国海军	2	中国海军,美国海军
…理中心	2	代理中心,管理中心
…木洞穴	2	枯木洞穴,黑木洞穴
…与为伍	2	羞与为伍,耻与为伍
…贼心虚	2	作贼心虚,做贼心虚
…效信元	2	无效信元,有效信元
…肝琢肾	2	彫肝琢肾,雕肝琢肾
…欲横流	2	人欲横流,物欲横流
…鳞腰带	2	明鳞腰带,蛇鳞腰带
…语培训	2	外语培训,英语培训
…足并驰	2	仰足并驰,齐足并驰
…洋大海	2	东洋大海,汪洋大海
…云駃雨	2	穨云駃雨,颓云駃雨
…毁廓清	2	催毁廓清,摧毁廓清
…国人口	2	中国人口,我国人口
…出一轨	2	如出一轨,若出一轨
…常守故	2	安常守故,遵常守故
…飞鱼跃	2	鸢飞鱼跃,鹰飞鱼跃
…云追月	2	彩云追月,攀云追月
…此以往	2	过此以往,长此以往
…来伸手	2	水来伸手,衣来伸手
…动液压	2	手动液压,气动液压
…居野处	2	穴居野处,穷居野处
…点意见	2	几点意见,给点意见
…偏补弊	2	举偏补弊,救偏补弊
…马倥偬	2	兵马倥偬,戎马倥偬
…学材料	2	光学材料,化学材料
…褐怀宝	2	衣褐怀宝,被褐怀宝
…驳陆离	2	斑驳陆离,班驳陆离
…枝末节	2	旁枝末节,细枝末节
…热之刃	2	灼热之刃,狂热之刃
…氧化碳	2	一氧化碳,二氧化碳
…度翩翩	2	丰度翩翩,风度翩翩
…奇录异	2	甄奇录异,纳奇录异
…鬼瞒神	2	吓鬼瞒神,唬鬼瞒神
…务主管	2	业务主管,财务主管
…派人物	2	风派人物,鹰派人物
…生在勤	2	人生在勤,民生在勤
…狼手套	2	海狼手套,白狼手套
…马行空	2	天马行空,龙马行空
…天之下	2	光天之下,普天之下
…铁板甲	2	魔铁板甲,黑铁板甲
…火狐鸣	2	篝火狐鸣,鬼火狐鸣
…影论坛	2	摄影论坛,电影论坛
…笑自如	2	言笑自如,谈笑自如
…点保护	2	站点保护,重点保护
…直心快	2	口直心快,嘴直心快
…息万变	2	一息万变,瞬息万变
…里嘟噜	2	嘀里嘟噜,滴里嘟噜
…试时间	2	测试时间,考试时间
…饮暴食	2	暴饮暴食,狂饮暴食
…尽悲来	2	乐尽悲来,兴尽悲来
…同寻常	2	不同寻常,非同寻常
…业保险	2	商业保险,失业保险
…明塞聪	2	蔽明塞聪,闭明塞聪
…下留情	2	手下留情,笔下留情
…崩地坼	2	天崩地坼,山崩地坼
…国之音	2	亡国之音,美国之音
…彻斯特	2	曼彻斯特,温彻斯特
…态测试	2	动态测试,静态测试
…腮撧耳	2	挠腮撧耳,揉腮撧耳
…识阶级	2	智识阶级,知识阶级
…鼓鸣金	2	击鼓鸣金,擂鼓鸣金
…瞽之言	2	狂瞽之言,盲瞽之言
…礼相待	2	以礼相待,优礼相待
…新领异	2	拔新领异,标新领异
…罗格兰	2	启罗格兰,啓罗格兰
…平盛世	2	太平盛世,承平盛世
…朋狗友	2	狐朋狗友,猪朋狗友
…当矢石	2	亲当矢石,身当矢石
…情无义	2	无情无义,薄情无义
…出所料	2	不出所料,果出所料
…级屠兽	2	初级屠兽,次级屠兽
…而后已	2	死而后已,毙而后已
…言术韧	2	圣言术韧,真言术韧
…遁鸣高	2	肥遁鸣高,飞遁鸣高
…在皆是	2	在在皆是,所在皆是
…听计行	2	言听计行,谋听计行
…去陈言	2	务去陈言,尽去陈言
…性主义	2	女性主义,理性主义
…身成仁	2	杀身成仁,舍身成仁
…向信道	2	反向信道,正向信道
…属关系	2	亲属关系,隶属关系
…路蓝缕	2	筚路蓝缕,荜路蓝缕
…芳百世	2	流芳百世,留芳百世
…龙伏虎	2	潜龙伏虎,降龙伏虎
…密尔顿	2	哈密尔顿,汉密尔顿
…效治疗	2	全效治疗,强效治疗
…理人员	2	护理人员,管理人员
…忍释手	2	不忍释手,莫忍释手
…荒蟹乱	2	虾荒蟹乱,蟹荒蟹乱
…点运算	2	定点运算,浮点运算
…止使用	2	停止使用,禁止使用
…大无比	2	力大无比,硕大无比
…头丧气	2	低头丧气,垂头丧气
…频输出	2	视频输出,音频输出
…为至宝	2	奉为至宝,视为至宝
…昌起义	2	南昌起义,武昌起义
…换星移	2	斗换星移,物换星移
…壁虚构	2	向壁虚构,面壁虚构
…米下锅	2	买米下锅,等米下锅
…不上去	2	説不上去,说不上去
…木家具	2	实木家具,红木家具
…吝缴绕	2	粘吝缴绕,黏吝缴绕
…俗和光	2	浑俗和光,混俗和光
…在必行	2	事在必行,势在必行
…如盘石	2	坚如盘石,安如盘石
…罚分明	2	奖罚分明,赏罚分明
…风披靡	2	应风披靡,望风披靡
…属单位	2	下属单位,直属单位
…花似锦	2	如花似锦,繁花似锦
…姓大名	2	尊姓大名,高姓大名
…丝不挂	2	一丝不挂,寸丝不挂
…骨沥髓	2	捶骨沥髓,槌骨沥髓
…语温言	2	款语温言,软语温言
…指气使	2	目指气使,颐指气使
…发制人	2	先发制人,后发制人
…血管病	2	心血管病,脑血管病
…笔成蝇	2	落笔成蝇,误笔成蝇
…魔之血	2	圣魔之血,恶魔之血
…世流芳	2	万世流芳,百世流芳
…萨克人	2	哈萨克人,哥萨克人
…名商标	2	著名商标,驰名商标
…天黑地	2	乌天黑地,昏天黑地
…出模块	2	扇出模块,输出模块
…不起来	2	想不起来,爬不起来
…类学家	2	人类学家,鸟类学家
…江日报	2	浙江日报,长江日报
…球联赛	2	篮球联赛,足球联赛
…藻雕章	2	摛藻雕章,絺藻雕章
…然而怒	2	怫然而怒,赫然而怒
…口熏天	2	众口熏天,衆口熏天
…国文学	2	中国文学,外国文学
…嘴打嘴	2	説嘴打嘴,说嘴打嘴
…千论万	2	成千论万,论千论万
…气勃勃	2	朝气勃勃,生气勃勃
…费系统	2	收费系统,计费系统
…天説地	2	谈天説地,谭天説地
…人长德	2	巨人长德,钜人长德
…入非非	2	想入非非,相入非非
…滤波器	2	状滤波器,通滤波器
…委常委	2	市委常委,省委常委
…葭倚玉	2	兼葭倚玉,蒹葭倚玉
…接推理	2	直接推理,间接推理
…所不容	2	无所不容,理所不容
…言而喻	2	一言而喻,不言而喻
…丢扑搭	2	劈丢扑搭,疋丢扑搭
…羽之灵	2	邪羽之灵,魔羽之灵
…灵衬肩	2	盗灵衬肩,精灵衬肩
…此类推	2	以此类推,依此类推
…发左衽	2	披发左衽,被发左衽
…端产品	2	终端产品,高端产品
…身自好	2	束身自好,洁身自好
…术交流	2	学术交流,技术交流
…来想去	2	思来想去,想来想去
…发有为	2	奋发有为,愤发有为
…急智生	2	人急智生,情急智生
…事责任	2	刑事责任,民事责任
…漆如胶	2	似漆如胶,如漆如胶
…土为香	2	捻土为香,撮土为香
…驿不绝	2	络驿不绝,骆驿不绝
…东省委	2	山东省委,广东省委
…咸道淡	2	説咸道淡,说咸道淡
…食甘寝	2	每食甘寝,美食甘寝
…莽灭裂	2	卤莽灭裂,鲁莽灭裂
…足之地	2	容足之地,立足之地
…国农业	2	中国农业,我国农业
…谷之变	2	岸谷之变,陵谷之变
…适应性	2	自适应性,色适应性
…重攻击	2	三重攻击,双重攻击
…人感动	2	令人感动,让人感动
…至于此	2	一至于此,何至于此
…鹤西游	2	跨鹤西游,驾鹤西游
…片处理	2	图片处理,照片处理
…心险恶	2	居心险恶,用心险恶
…斥异己	2	排斥异己,摈斥异己
…安交通	2	公安交通,西安交通
…价函数	2	代价函数,评价函数
…而复始	2	周而复始,终而复始
…程编码	2	游程编码,行程编码
…广才疏	2	志广才疏,意广才疏
…土焚香	2	捻土焚香,撮土焚香
…相应和	2	摇相应和,遥相应和
…阿倒持	2	太阿倒持,泰阿倒持
…死靡它	2	之死靡它,至死靡它
…等学历	2	同等学历,高等学历
…普通话	2	讲普通话,说普通话
…业顾问	2	企业顾问,职业顾问
…歌手奖	2	女歌手奖,男歌手奖
…不可破	2	攻不可破,牢不可破
…情达理	2	知情达理,通情达理
…程同步	2	过程同步,进程同步
…情纸薄	2	人情纸薄,官情纸薄
…奸摘伏	2	发奸摘伏,擒奸摘伏
…图远算	2	深图远算,渊图远算
…女痴儿	2	騃女痴儿,騣女痴儿
…气如兰	2	吐气如兰,吹气如兰
…谋重虑	2	沈谋重虑,沉谋重虑
…蚁溃堤	2	羣蚁溃堤,群蚁溃堤
…来覆去	2	番来覆去,翻来覆去
…京军区	2	北京军区,南京军区
…流社会	2	上流社会,下流社会
…地籥天	2	跼地籥天,踨地籥天
…涛巨浪	2	惊涛巨浪,狂涛巨浪
…盈注虚	2	挹盈注虚,酌盈注虚
…态横生	2	百态横生,逸态横生
…自隗始	2	先自隗始,请自隗始
…文处理	2	公文处理,图文处理
…油烟机	2	吸油烟机,抽油烟机
…身焦思	2	劳身焦思,苦身焦思
…财害命	2	图财害命,谋财害命
…题万里	2	去题万里,离题万里
…识大体	2	不识大体,靡识大体
…生物学	2	古生物学,微生物学
…血沁骨	2	啮血沁骨,齧血沁骨
…刊杂志	2	报刊杂志,期刊杂志
…具用品	2	家具用品,文具用品
…士枯骨	2	战士枯骨,术士枯骨
…线鼠标	2	总线鼠标,无线鼠标
…认颜标	2	误认颜标,错认颜标
…凡成圣	2	点凡成圣,革凡成圣
…月嘲风	2	咏月嘲风,弄月嘲风
…仇雪耻	2	复仇雪耻,报仇雪耻
…因扎吉	2	大因扎吉,小因扎吉
…延岁月	2	虚延岁月,迁延岁月
…头燕尾	2	刀头燕尾,蚕头燕尾
…短情长	2	纸短情长,语短情长
…财仗义	2	疏财仗义,轻财仗义
…石项链	2	化石项链,磁石项链
…就是说	2	也就是说,这就是说
…议风生	2	论议风生,谈议风生
…艺节目	2	文艺节目,综艺节目
…山血海	2	刀山血海,尸山血海
…奸耍滑	2	偷奸耍滑,藏奸耍滑
…不关心	2	毫不关心,漠不关心
…产纠纷	2	房产纠纷,财产纠纷
…天爱民	2	敬天爱民,畏天爱民
…力测试	2	压力测试,能力测试
…战时期	2	二战时期,抗战时期
…费电影	2	免费电影,收费电影
…管猎枪	2	双管猎枪,铁管猎枪
…代文宗	2	一代文宗,百代文宗
…员意识	2	党员意识,团员意识
…斤少两	2	短斤少两,缺斤少两
…型汽车	2	微型汽车,重型汽车
…绪如麻	2	心绪如麻,愁绪如麻
…偿标准	2	补偿标准,赔偿标准
…版软件	2	正版软件,盗版软件
…奈希尔	2	班奈希尔,米奈希尔
…心劳神	2	分心劳神,费心劳神
…合取容	2	偷合取容,苟合取容
…骨嶙嶙	2	傲骨嶙嶙,瘦骨嶙嶙
…梦方醒	2	大梦方醒,如梦方醒
…泥浊水	2	汙泥浊水,污泥浊水
…吞蛇噬	2	鯨吞蛇噬,鲸吞蛇噬
…寂无声	2	寂寂无声,阒寂无声
…球运动	2	篮球运动,足球运动
…世冤家	2	夙世冤家,宿世冤家
…人小说	2	同人小说,市人小说
…端坤倪	2	乾端坤倪,干端坤倪
…方圣人	2	东方圣人,西方圣人
…色图片	2	彩色图片,黄色图片
…然失色	2	怛然失色,黯然失色
…沉海底	2	冤沉海底,石沉海底
…平波息	2	風平波息,风平波息
…命关天	2	人命关天,性命关天
…嘴舔唇	2	咂嘴舔唇,砸嘴舔唇
…术设计	2	美术设计,艺术设计
…业工人	2	产业工人,産业工人
…哪里买	2	去哪里买,在哪里买
…休干部	2	离休干部,退休干部
…如霜雪	2	冷如霜雪,凛如霜雪
…娜多姿	2	婀娜多姿,阿娜多姿
…辑程序	2	编辑程序,逻辑程序
…罗迈当	2	启罗迈当,啓罗迈当
…骨顽皮	2	癞骨顽皮,赖骨顽皮
…益反损	2	欲益反损,求益反损
…严义正	2	词严义正,辞严义正
…学鸿生	2	巨学鸿生,钜学鸿生
…间可乘	2	无间可乘,有间可乘
…雨随车	2	灵雨随车,甘雨随车
…光如驶	2	年光如驶,流光如驶
…吭一鸣	2	引吭一鸣,舒吭一鸣
…行不悖	2	並行不悖,并行不悖
…扬侧陋	2	搜扬侧陋,明扬侧陋
…甲倒戈	2	弃甲倒戈,解甲倒戈
…脚捶胸	2	跌脚捶胸,顿脚捶胸
…影网站	2	摄影网站,电影网站
…外之响	2	弦外之响,絃外之响
…然物外	2	萧然物外,超然物外
…山万壑	2	千山万壑,群山万壑
…高一丈	2	道高一丈,魔高一丈
…级偏斜	2	初级偏斜,次级偏斜
…学论坛	2	医学论坛,科学论坛
…粗胆壮	2	心粗胆壮,气粗胆壮
…快人意	2	大快人意,差快人意
…厥孙谋	2	诒厥孙谋,贻厥孙谋
…有所闻	2	时有所闻,略有所闻
…首下心	2	低首下心,俯首下心
…具配件	2	家具配件,玩具配件
…屈求伸	2	以屈求伸,蠖屈求伸
…雨不透	2	風雨不透,风雨不透
…路客运	2	公路客运,铁路客运
…危致命	2	临危致命,见危致命
…杖强化	2	法杖强化,魔杖强化
…影相随	2	如影相随,形影相随
…见薄识	2	浅见薄识,短见薄识
…长编码	2	变长编码,等长编码
…意盎然	2	春意盎然,生意盎然
…步千里	2	寸步千里,跬步千里
…其所长	2	尽其所长,用其所长
…题研究	2	专题研究,课题研究
…接肩摩	2	袂接肩摩,踵接肩摩
…石投水	2	以石投水,如石投水
…出己见	2	各出己见,独出己见
…极修辞	2	消极修辞,积极修辞
…推队列	2	上推队列,下推队列
…行喙息	2	蚑行喙息,跂行喙息
…肤之痛	2	切肤之痛,剥肤之痛
…场战争	2	一场战争,这场战争
…厢情愿	2	一厢情愿,两厢情愿
…育频道	2	体育频道,教育频道
…发入山	2	披发入山,被发入山
…地为牢	2	划地为牢,画地为牢
…木短弓	2	桃木短弓,灰木短弓
…餐露宿	2	風餐露宿,风餐露宿
…有影响	2	最有影响,较有影响
…失良机	2	坐失良机,错失良机
…山濯濯	2	牛山濯濯,童山濯濯
…金管理	2	基金管理,资金管理
…形损耗	2	无形损耗,有形损耗
…椠怀铅	2	抱椠怀铅,握椠怀铅
…胶模具	2	塑胶模具,橡胶模具
…国美女	2	中国美女,韩国美女
…灵巫师	2	亡灵巫师,虚灵巫师
…业软件	2	商业软件,行业软件
…王将相	2	侯王将相,帝王将相
…合之众	2	乌合之众,纠合之众
…皮战铠	2	软皮战铠,鹿皮战铠
…食丰衣	2	足食丰衣,饱食丰衣
…拉图斯	2	塞拉图斯,沃拉图斯
…途而废	2	中途而废,半途而废
…文地理	2	人文地理,天文地理
…树削迹	2	伐树削迹,拔树削迹
…不上嘴	2	説不上嘴,说不上嘴
…冻新星	2	冰冻新星,霜冻新星
…的名字	2	他的名字,她的名字
…方文化	2	东方文化,西方文化
…舍有时	2	趋舍有时,趣舍有时
…不择言	2	口不择言,急不择言
…山密林	2	深山密林,高山密林
…有伦比	2	无有伦比,未有伦比
…手擎天	2	一手擎天,只手擎天
…学数学	2	中学数学,小学数学
…言寡语	2	少言寡语,罕言寡语
…程模型	2	流程模型,过程模型
…赫一时	2	显赫一时,烜赫一时
…腭蜥蜴	2	砂腭蜥蜴,铁腭蜥蜴
…通银行	2	交通银行,大通银行
…汙狼藉	2	贪汙狼藉,赃汙狼藉
…景不殊	2	風景不殊,风景不殊
…甲执兵	2	擐甲执兵,被甲执兵
…面而来	2	扑面而来,迎面而来
…土开疆	2	展土开疆,拓土开疆
…行一时	2	盛行一时,风行一时
…事之秋	2	多事之秋,有事之秋
…结良缘	2	喜结良缘,广结良缘
…纹腰带	2	铁纹腰带,鬼纹腰带
…性杂交	2	无性杂交,有性杂交
…谋深算	2	老谋深算,远谋深算
…识推理	2	常识推理,知识推理
…义之师	2	仁义之师,正义之师
…户服务	2	客户服务,用户服务
…速治疗	2	快速治疗,疾速治疗
…怎么了	2	你怎么了,是怎么了
…天无路	2	上天无路,叩天无路
…无不克	2	战无不克,攻无不克
…色护肩	2	夜色护肩,银色护肩
…作有为	2	振作有为,有作有为
…言夙驾	2	兴言夙驾,星言夙驾
…云亲舍	2	暮云亲舍,白云亲舍
…蟠虬结	2	螭蟠虬结,龙蟠虬结
…是人非	2	物是人非,言是人非
…学累功	2	钝学累功,顿学累功
…个文明	2	三个文明,两个文明
…下无双	2	天下无双,日下无双
…三不四	2	不三不四,半三不四
…貌堂堂	2	一貌堂堂,相貌堂堂
…陶文化	2	彩陶文化,黑陶文化
…唇撅嘴	2	拌唇撅嘴,搬唇撅嘴
…行草靡	2	風行草靡,风行草靡
…头彻尾	2	从头彻尾,彻头彻尾
…言软语	2	甜言软语,轻言软语
…台任务	2	前台任务,后台任务
…相容性	2	不相容性,锁相容性
…飧水宿	2	風飧水宿,风飧水宿
…族主义	2	民族主义,种族主义
…白守黑	2	知白守黑,织白守黑
…下而上	2	由下而上,自下而上
…安人员	2	保安人员,公安人员
…华基金	2	银华基金,鹏华基金
…私作弊	2	徇私作弊,营私作弊
…鹤遐龄	2	松鹤遐龄,龟鹤遐龄
…业有成	2	事业有成,学业有成
…世之利	2	一世之利,百世之利
…水精通	2	狂水精通,真水精通
…务信息	2	商务信息,政务信息
…嘴笨舌	2	拙嘴笨舌,笨嘴笨舌
…归约机	2	串归约机,图归约机
…狼当道	2	卧狼当道,豺狼当道
…天要价	2	漫天要价,瞒天要价
…可企及	2	不可企及,莫可企及
…录服务	2	名录服务,目录服务
…流跌宕	2	風流跌宕,风流跌宕
…会贯通	2	淹会贯通,融会贯通
…轮老手	2	斫轮老手,斵轮老手
…中数学	2	初中数学,高中数学
…色天香	2	古色天香,国色天香
…气冲天	2	怒气冲天,怨气冲天
…装模特	2	时装模特,服装模特
…兰克林	2	富兰克林,弗兰克林
…男两女	2	三男两女,两男两女
…雪填井	2	担雪填井,挑雪填井
…芳千载	2	垂芳千载,流芳千载
…来道去	2	説来道去,说来道去
…人墨士	2	文人墨士,骚人墨士
…水之情	2	置水之情,鱼水之情
…能为力	2	无能为力,莫能为力
…嘴蜜舌	2	乖嘴蜜舌,甜嘴蜜舌
…模大样	2	大模大样,斯模大样
…有企图	2	别有企图,另有企图
…营花阵	2	柳营花阵,锦营花阵
